id,user,uid,version,changeset,timestamp
15450475,bdiscoe,402624,3,35119225,2015-11-06T07:02:43Z
15456528,bdiscoe,402624,3,39323751,2016-05-15T03:29:23Z
15503366,DaveHansenTiger,7168,1,156357,2007-12-07T11:20:37Z
15503665,Minh Nguyen,33757,5,42017822,2016-09-09T06:09:22Z
15503914,Omnific,1408522,2,46484488,2017-03-01T04:34:31Z
15504152,DaveHansenTiger,7168,1,156357,2007-12-07T11:28:35Z
15504388,DaveHansenTiger,7168,1,156357,2007-12-07T11:30:55Z
15504593,DaveHansenTiger,7168,1,156621,2007-12-07T11:32:39Z
15504848,DaveHansenTiger,7168,1,156621,2007-12-07T11:34:50Z
15505083,DaveHansenTiger,7168,1,156621,2007-12-07T11:37:00Z
15505313,DaveHansenTiger,7168,1,156621,2007-12-07T11:38:32Z
15505529,Omnific,1408522,3,20741316,2014-02-23T21:47:54Z
15505729,hofoen,52797,6,47619516,2017-04-10T11:35:13Z
15505968,Minh Nguyen,33757,4,41995844,2016-09-08T07:16:17Z
15506147,kriscarle,1323363,5,36788063,2016-01-25T03:04:56Z
15506312,bot-mode,451693,2,14414945,2012-12-26T16:56:32Z
15506606,DaveHansenTiger,7168,1,156621,2007-12-07T11:55:43Z
15506878,81firearms,3783613,4,41295391,2016-08-06T23:07:55Z
15507100,DaveHansenTiger,7168,1,156621,2007-12-07T12:02:13Z
15507340,AndrewSnow,371121,2,18222471,2013-10-07T01:44:15Z
15507538,DaveHansenTiger,7168,1,156621,2007-12-07T12:05:58Z
15507720,elkueb,4210803,3,43275097,2016-10-30T00:25:47Z
15507950,DaveHansenTiger,7168,1,156621,2007-12-07T12:09:25Z
15508174,DaveHansenTiger,7168,1,157193,2007-12-07T12:11:09Z
15508408,yurasi,3526564,2,40018461,2016-06-14T14:22:42Z
15508629,Omnific,1408522,2,37451943,2016-02-26T04:01:49Z
15508849,DaveHansenTiger,7168,1,157193,2007-12-07T12:16:36Z
15509101,DaveHansenTiger,7168,1,157193,2007-12-07T12:18:43Z
15509308,DaveHansenTiger,7168,1,157193,2007-12-07T12:20:53Z
15509617,bot-mode,451693,2,14363041,2012-12-22T07:59:23Z
15509886,DaveHansenTiger,7168,1,157193,2007-12-07T12:26:44Z
15510172,bot-mode,451693,2,14501221,2013-01-02T15:21:57Z
15510405,bot-mode,451693,2,14960567,2013-02-08T21:20:11Z
15510641,bot-mode,451693,2,14501221,2013-01-02T15:22:09Z
15510916,25or6to4,37392,7,24992519,2014-08-25T00:39:08Z
15511196,bot-mode,451693,4,14394841,2012-12-24T20:34:09Z
15511444,bot-mode,451693,2,14960567,2013-02-08T21:20:47Z
15514712,DaveHansenTiger,7168,1,157970,2007-12-07T13:37:40Z
15514940,DaveHansenTiger,7168,1,157970,2007-12-07T13:39:43Z
15515122,JR VanOoteghem,170912,2,11524694,2012-05-07T03:03:11Z
15515328,DaveHansenTiger,7168,1,157970,2007-12-07T13:44:03Z
15515524,DaveHansenTiger,7168,1,157970,2007-12-07T13:45:58Z
15515739,DaveHansenTiger,7168,1,157970,2007-12-07T13:48:06Z
15515927,DaveHansenTiger,7168,1,157970,2007-12-07T13:49:47Z
15516134,maxerickson,360392,4,44932854,2017-01-05T19:02:00Z
15516311,DaveHansenTiger,7168,1,157970,2007-12-07T13:52:45Z
15516513,DaveHansenTiger,7168,1,157970,2007-12-07T13:54:09Z
15516714,DaveHansenTiger,7168,1,157970,2007-12-07T13:55:49Z
15516895,bot-mode,451693,2,14960567,2013-02-08T21:28:31Z
15517083,dannykath,2226712,3,31750484,2015-06-05T16:37:29Z
15517316,bot-mode,451693,3,14960567,2013-02-08T21:29:44Z
15517487,dannykath,2226712,2,31750484,2015-06-05T16:37:27Z
15517628,bot-mode,451693,2,14960567,2013-02-08T21:30:39Z
15517810,bot-mode,451693,3,14420136,2012-12-27T00:43:22Z
15517958,bot-mode,451693,2,14960567,2013-02-08T21:31:43Z
15518121,bot-mode,451693,2,14960567,2013-02-08T21:32:21Z
15518294,techlady,104962,4,47762141,2017-04-14T01:50:22Z
15518437,Walleye2013,3208194,9,45518942,2017-01-26T16:25:10Z
15518550,bot-mode,451693,2,14960567,2013-02-08T21:33:41Z
15518663,bot-mode,451693,2,14960567,2013-02-08T21:33:47Z
15518783,DaveHansenTiger,7168,1,158308,2007-12-07T14:25:51Z
15518897,DaveHansenTiger,7168,1,158308,2007-12-07T14:26:58Z
15519014,calfarome,2511706,2,29080136,2015-02-24T22:12:50Z
15519139,DaveHansenTiger,7168,1,158308,2007-12-07T14:28:56Z
15519247,DaveHansenTiger,7168,1,158308,2007-12-07T14:30:05Z
15519368,dannykath,2226712,3,31750484,2015-06-05T16:37:28Z
15519484,DaveHansenTiger,7168,1,158308,2007-12-07T14:31:43Z
15519595,DaveHansenTiger,7168,1,158308,2007-12-07T14:32:28Z
15519704,DaveHansenTiger,7168,1,158308,2007-12-07T14:33:33Z
15519826,DaveHansenTiger,7168,1,158308,2007-12-07T14:34:45Z
15519946,bot-mode,451693,4,14960567,2013-02-08T21:35:21Z
15520076,bot-mode,451693,2,14960567,2013-02-08T21:35:37Z
15520199,DaveHansenTiger,7168,1,158308,2007-12-07T14:40:12Z
15520306,bot-mode,451693,2,14418470,2012-12-26T21:39:12Z
15520428,Minh Nguyen,33757,3,22557041,2014-05-26T07:22:37Z
15520547,SimonPoole,92387,9,43807701,2016-11-19T19:13:57Z
15520678,bot-mode,451693,2,14960567,2013-02-08T21:36:52Z
15520818,DaveHansenTiger,7168,1,158632,2007-12-07T14:47:08Z
15520964,DaveHansenTiger,7168,1,158632,2007-12-07T14:48:18Z
15521116,bot-mode,451693,3,14960567,2013-02-08T21:37:21Z
15521249,bot-mode,451693,2,14960567,2013-02-08T21:37:37Z
15521372,DaveHansenTiger,7168,1,158632,2007-12-07T14:52:41Z
15521550,bot-mode,451693,2,14960567,2013-02-08T21:37:52Z
15521715,bot-mode,451693,2,14960567,2013-02-08T21:38:03Z
15521868,DaveHansenTiger,7168,1,158632,2007-12-07T14:56:20Z
15522023,DaveHansenTiger,7168,1,158632,2007-12-07T14:57:58Z
15522225,DaveHansenTiger,7168,1,158632,2007-12-07T14:59:20Z
15522376,bot-mode,451693,2,14961012,2013-02-08T21:38:30Z
15522490,bot-mode,451693,2,14961012,2013-02-08T21:38:47Z
15522635,bot-mode,451693,2,14961012,2013-02-08T21:39:01Z
15522748,bot-mode,451693,2,14961012,2013-02-08T21:39:18Z
15522869,oldtopos,169004,2,13314494,2012-09-30T19:43:51Z
15523036,DaveHansenTiger,7168,1,158632,2007-12-07T15:08:22Z
15523370,Omnific,1408522,3,20172578,2014-01-24T07:45:02Z
15523961,bot-mode,451693,2,14961012,2013-02-08T21:40:17Z
15524455,DaveHansenTiger,7168,1,158632,2007-12-07T15:17:40Z
15524743,DaveHansenTiger,7168,1,159000,2007-12-07T15:20:10Z
15524939,DaveHansenTiger,7168,1,159000,2007-12-07T15:22:04Z
15525118,DaveHansenTiger,7168,1,159000,2007-12-07T15:23:53Z
15525354,DaveHansenTiger,7168,1,159000,2007-12-07T15:25:58Z
15525611,DaveHansenTiger,7168,1,159000,2007-12-07T15:28:17Z
15525793,beweta,152074,2,53424669,2017-11-01T13:50:12Z
15525922,DaveHansenTiger,7168,1,159000,2007-12-07T15:31:05Z
15526053,DaveHansenTiger,7168,1,159000,2007-12-07T15:31:53Z
15526189,DaveHansenTiger,7168,1,159000,2007-12-07T15:32:39Z
15526372,maxerickson,360392,2,44926342,2017-01-05T14:36:27Z
15526495,DaveHansenTiger,7168,1,159000,2007-12-07T15:34:41Z
15526654,DaveHansenTiger,7168,1,159000,2007-12-07T15:35:49Z
15526824,elkueb,4210803,2,45143824,2017-01-13T19:26:36Z
15526962,DaveHansenTiger,7168,1,159000,2007-12-07T15:37:34Z
15527086,DaveHansenTiger,7168,1,159000,2007-12-07T15:38:51Z
15527222,DaveHansenTiger,7168,1,159000,2007-12-07T15:39:50Z
15527379,DaveHansenTiger,7168,1,159000,2007-12-07T15:41:18Z
15527539,DaveHansenTiger,7168,1,159000,2007-12-07T15:42:59Z
15527672,DaveHansenTiger,7168,1,159000,2007-12-07T15:44:01Z
15527808,DaveHansenTiger,7168,1,159000,2007-12-07T15:44:53Z
15527975,DaveHansenTiger,7168,1,159000,2007-12-07T15:46:04Z
15528115,DaveHansenTiger,7168,1,159000,2007-12-07T15:47:09Z
15528263,DaveHansenTiger,7168,1,159000,2007-12-07T15:48:08Z
15528395,DaveHansenTiger,7168,1,159000,2007-12-07T15:49:11Z
15528529,DaveHansenTiger,7168,1,159000,2007-12-07T15:50:05Z
15528662,jonesydesign,1802220,2,21197206,2014-03-19T18:28:59Z
15528816,oldtopos,169004,2,13058365,2012-09-10T15:30:09Z
15528950,bot-mode,451693,2,14390061,2012-12-24T13:07:00Z
15529274,bot-mode,451693,2,14961012,2013-02-08T21:41:17Z
15529685,Pnrrth,1012362,10,28596633,2015-02-03T19:30:11Z
15530050,abel801,2377377,4,29076744,2015-02-24T19:58:57Z
15530363,bot-mode,451693,2,14961012,2013-02-08T21:42:04Z
15530687,Omnific,1408522,3,21352977,2014-03-27T20:54:48Z
15531050,hobbesvsboyle,4697,3,21382995,2014-03-29T13:35:36Z
15531318,Theodin,1219875,2,21158211,2014-03-17T16:46:22Z
15531631,bot-mode,451693,2,14961012,2013-02-08T21:43:10Z
15531884,DaveHansenTiger,7168,1,159304,2007-12-07T16:19:41Z
15532105,DaveHansenTiger,7168,1,159304,2007-12-07T16:21:47Z
15532364,DaveHansenTiger,7168,1,159304,2007-12-07T16:24:28Z
15532552,bot-mode,451693,3,14427704,2012-12-27T16:40:14Z
15532685,bot-mode,451693,2,14459624,2012-12-30T04:43:26Z
15532848,bot-mode,451693,2,14961012,2013-02-08T21:45:24Z
15532972,calfarome,2511706,2,38392040,2016-04-07T20:47:25Z
15533138,Kirbert,2077000,3,25554238,2014-09-20T07:29:11Z
15533270,DaveHansenTiger,7168,1,159657,2007-12-07T16:33:12Z
15533425,DaveHansenTiger,7168,1,159657,2007-12-07T16:34:31Z
15533554,DaveHansenTiger,7168,1,159657,2007-12-07T16:35:41Z
15533679,DaveHansenTiger,7168,1,159657,2007-12-07T16:36:36Z
15533803,sandhill,1694880,3,41176027,2016-08-01T19:42:06Z
15533934,DaveHansenTiger,7168,1,159657,2007-12-07T16:39:18Z
15534073,bot-mode,451693,2,14961012,2013-02-08T21:46:29Z
15534191,DaveHansenTiger,7168,1,159657,2007-12-07T16:41:45Z
15534337,DaveHansenTiger,7168,1,159657,2007-12-07T16:42:56Z
15534676,DaveHansenTiger,7168,1,159657,2007-12-07T16:45:17Z
15535028,DaveHansenTiger,7168,1,159657,2007-12-07T16:47:31Z
15535355,Omnific,1408522,3,45868580,2017-02-06T22:10:26Z
15535675,DaveHansenTiger,7168,1,159657,2007-12-07T16:51:37Z
15535989,DaveHansenTiger,7168,1,159657,2007-12-07T16:53:20Z
15536364,DaveHansenTiger,7168,1,159657,2007-12-07T16:55:28Z
15536719,Taroc,71557,2,22387581,2014-05-17T11:51:04Z
15537021,DaveHansenTiger,7168,1,159657,2007-12-07T16:58:57Z
15537391,DaveHansenTiger,7168,1,159657,2007-12-07T17:00:57Z
15537729,DaveHansenTiger,7168,1,159657,2007-12-07T17:02:24Z
15538171,DaveHansenTiger,7168,1,159657,2007-12-07T17:04:25Z
15538493,DaveHansenTiger,7168,1,160047,2007-12-07T17:05:39Z
15538803,DaveHansenTiger,7168,1,160047,2007-12-07T17:07:01Z
15539138,DaveHansenTiger,7168,1,160047,2007-12-07T17:08:49Z
15539472,DaveHansenTiger,7168,1,160047,2007-12-07T17:10:09Z
15539790,Spanholz,2209894,3,45089152,2017-01-11T22:19:10Z
15540202,dufekin,30521,7,33042819,2015-08-02T07:32:33Z
15540627,Evanator,451067,3,23401297,2014-06-30T21:58:09Z
15540856,DaveHansenTiger,7168,1,160047,2007-12-07T17:20:01Z
15541131,bot-mode,451693,2,14961012,2013-02-08T21:48:24Z
15541419,Omnific,1408522,3,20132061,2014-01-21T22:56:45Z
15541651,bot-mode,451693,3,14481833,2012-12-31T20:17:44Z
15541930,bot-mode,451693,2,14961012,2013-02-08T21:49:41Z
15542220,bot-mode,451693,2,14961012,2013-02-08T21:50:11Z
15542490,bot-mode,451693,2,14961012,2013-02-08T21:50:40Z
15542754,bot-mode,451693,2,14437921,2012-12-28T12:33:25Z
15543009,DavidYJackson,1979756,4,25459660,2014-09-15T16:19:53Z
15543254,Omnific,1408522,2,46779547,2017-03-12T08:17:30Z
15543461,DaveHansenTiger,7168,1,160398,2007-12-07T17:41:01Z
15549724,maxerickson,360392,3,20168006,2014-01-23T21:34:07Z
15550241,DaveHansenTiger,7168,1,160656,2007-12-07T18:34:52Z
15550703,DaveHansenTiger,7168,1,160656,2007-12-07T18:37:04Z
15551281,DaveHansenTiger,7168,1,160656,2007-12-07T18:39:58Z
15551753,DaveHansenTiger,7168,1,160656,2007-12-07T18:42:12Z
15552278,DaveHansenTiger,7168,1,160656,2007-12-07T18:44:18Z
15552783,DaveHansenTiger,7168,1,160656,2007-12-07T18:46:44Z
15553303,Omnific,1408522,2,20170996,2014-01-24T03:44:13Z
15553684,DaveHansenTiger,7168,1,160656,2007-12-07T18:51:10Z
15554026,Luis36995,1829683,3,38392665,2016-04-07T21:19:16Z
15554268,DaveHansenTiger,7168,1,161384,2007-12-07T18:56:29Z
15554569,Richard,165,3,44820639,2017-01-01T11:25:12Z
15554940,Omnific,1408522,8,36544544,2016-01-13T08:25:11Z
15555321,bot-mode,451693,2,14961012,2013-02-08T21:57:58Z
15555712,calfarome,2511706,4,28800927,2015-02-12T17:47:54Z
15556044,Richard,165,3,44820639,2017-01-01T11:25:24Z
15556354,calfarome,2511706,4,31732327,2015-06-04T21:48:44Z
15556672,bot-mode,451693,2,14391941,2012-12-24T15:46:48Z
15558626,SK53,84681,2,5271861,2010-07-20T15:55:46Z
15558948,DaveHansenTiger,7168,1,161384,2007-12-07T19:27:45Z
15559322,DaveHansenTiger,7168,1,161384,2007-12-07T19:29:47Z
15559668,DaveHansenTiger,7168,1,161384,2007-12-07T19:31:48Z
15560080,DaveHansenTiger,7168,1,161384,2007-12-07T19:33:43Z
15560593,DaveHansenTiger,7168,1,161691,2007-12-07T19:36:07Z
15561015,Cato_d_Ae,1679807,7,22815246,2014-06-08T18:28:13Z
15561346,DaveHansenTiger,7168,1,161691,2007-12-07T19:39:50Z
15561671,egore911,8764,2,16116207,2013-05-13T20:04:35Z
15562057,DaveHansenTiger,7168,1,161691,2007-12-07T19:43:32Z
15562380,DaveHansenTiger,7168,1,161691,2007-12-07T19:45:16Z
15562718,AndrewSnow,371121,2,30226328,2015-04-15T02:19:52Z
15563145,DaveHansenTiger,7168,1,161691,2007-12-07T19:49:26Z
15563516,DaveHansenTiger,7168,1,161691,2007-12-07T19:51:09Z
15563896,oldtopos,169004,2,13119406,2012-09-15T15:35:35Z
15564269,DaveHansenTiger,7168,1,161691,2007-12-07T19:55:13Z
15564622,DaveHansenTiger,7168,1,161691,2007-12-07T19:57:03Z
15565012,DaveHansenTiger,7168,1,161691,2007-12-07T19:58:58Z
15565286,AndrewSnow,371121,3,29914591,2015-04-01T20:26:17Z
15565510,DaveHansenTiger,7168,1,161691,2007-12-07T20:01:32Z
15565739,Spanholz,2209894,3,45056906,2017-01-10T17:42:37Z
15565965,DaveHansenTiger,7168,1,161691,2007-12-07T20:03:35Z
15566202,DaveHansenTiger,7168,1,161691,2007-12-07T20:04:56Z
15566431,DaveHansenTiger,7168,1,161691,2007-12-07T20:06:02Z
15566674,DaveHansenTiger,7168,1,161691,2007-12-07T20:07:22Z
15566877,DaveHansenTiger,7168,1,161691,2007-12-07T20:08:29Z
15567145,DaveHansenTiger,7168,1,161691,2007-12-07T20:10:08Z
15567336,DaveHansenTiger,7168,1,161691,2007-12-07T20:11:03Z
15567508,AndrewSnow,371121,4,18444226,2013-10-20T03:02:34Z
15567671,DaveHansenTiger,7168,1,162091,2007-12-07T20:13:08Z
15567858,DaveHansenTiger,7168,1,162091,2007-12-07T20:14:29Z
15568020,Richard,165,3,39948197,2016-06-11T08:42:51Z
15568144,calfarome,2511706,3,28332047,2015-01-22T17:34:44Z
15568300,AndrewSnow,371121,4,18258404,2013-10-09T05:04:27Z
15568431,AndrewSnow,371121,3,30202958,2015-04-14T03:14:08Z
15568573,Omnific,1408522,8,34768402,2015-10-21T02:21:39Z
15568716,bot-mode,451693,2,14961012,2013-02-08T22:07:02Z
15568870,bot-mode,451693,2,14961012,2013-02-08T22:07:14Z
15569011,Omnific,1408522,5,29942410,2015-04-03T03:13:02Z
15569169,bot-mode,451693,2,14961012,2013-02-08T22:07:53Z
15569318,wvdp,436419,5,20705734,2014-02-22T01:30:28Z
15569483,Omnific,1408522,6,34790572,2015-10-22T01:20:16Z
15569628,Omnific,1408522,6,37426287,2016-02-25T02:16:30Z
15569773,Spanholz,2209894,3,45047554,2017-01-10T10:50:13Z
15569979,map93,5492566,19,48930655,2017-05-23T22:59:48Z
15570125,DaveHansenTiger,7168,1,162091,2007-12-07T20:33:51Z
15570254,Richard,165,2,39948197,2016-06-11T08:42:52Z
15570380,DaveHansenTiger,7168,1,162091,2007-12-07T20:35:29Z
15570497,DaveHansenTiger,7168,1,162091,2007-12-07T20:36:14Z
15570625,DaveHansenTiger,7168,1,162091,2007-12-07T20:37:05Z
15570768,bot-mode,451693,2,14464139,2012-12-30T14:08:55Z
15570890,bot-mode,451693,2,14961012,2013-02-08T22:09:50Z
15571057,DaveHansenTiger,7168,1,162091,2007-12-07T20:39:48Z
15571192,bot-mode,451693,3,14496417,2013-01-02T09:07:57Z
15571334,DaveHansenTiger,7168,1,162091,2007-12-07T20:41:52Z
15571447,bot-mode,451693,2,14961012,2013-02-08T22:10:24Z
15571568,egore911,8764,3,16087432,2013-05-11T22:26:42Z
15571691,bot-mode,451693,2,14961012,2013-02-08T22:10:40Z
15571819,Timothy Smith,115918,3,29036834,2015-02-23T06:07:16Z
15571947,DaveHansenTiger,7168,1,162091,2007-12-07T20:45:31Z
15572065,bot-mode,451693,2,14496417,2013-01-02T09:08:08Z
15572194,DaveHansenTiger,7168,1,162091,2007-12-07T20:46:51Z
15572328,abel801,2377377,5,33548554,2015-08-24T14:37:18Z
15572467,Spanholz,2209894,4,45046800,2017-01-10T10:02:54Z
15572606,DaveHansenTiger,7168,1,162461,2007-12-07T20:49:21Z
15572743,tyos,53050,2,22547416,2014-05-25T17:37:15Z
15572864,DaveHansenTiger,7168,1,162461,2007-12-07T20:50:47Z
15572983,bot-mode,451693,2,14961012,2013-02-08T22:11:45Z
15573111,DaveHansenTiger,7168,1,162461,2007-12-07T20:51:54Z
15573230,bot-mode,451693,2,14961012,2013-02-08T22:12:01Z
15573356,Timothy Smith,115918,3,29036995,2015-02-23T06:18:09Z
15573489,DaveHansenTiger,7168,1,162461,2007-12-07T20:53:54Z
15573619,elkueb,4210803,9,44968320,2017-01-06T22:15:12Z
15573749,Omnific,1408522,3,35180018,2015-11-08T21:59:55Z
15573880,bot-mode,451693,2,14961012,2013-02-08T22:12:50Z
15574002,bot-mode,451693,2,14961012,2013-02-08T22:12:57Z
15574127,AndrewSnow,371121,3,30226328,2015-04-15T02:19:35Z
15574241,bot-mode,451693,2,14373808,2012-12-23T05:31:59Z
15574354,bot-mode,451693,2,14961012,2013-02-08T22:13:28Z
15574476,bot-mode,451693,2,14961012,2013-02-08T22:13:42Z
15574589,Omnific,1408522,4,35231230,2015-11-11T03:19:12Z
15574711,maxerickson,360392,3,24961541,2014-08-23T18:04:44Z
15574825,bot-mode,451693,2,14961012,2013-02-08T22:14:23Z
15574948,AndrewSnow,371121,3,29280531,2015-03-06T01:45:28Z
15575067,bot-mode,451693,2,14374873,2012-12-23T08:22:34Z
15575201,dchiles,153669,3,21268589,2014-03-23T17:11:07Z
15575327,Omnific,1408522,3,20737758,2014-02-23T18:48:56Z
15575460,RichRico,2219338,3,32473532,2015-07-07T14:44:08Z
15575580,bot-mode,451693,2,14961012,2013-02-08T22:15:35Z
15575692,Minh Nguyen,33757,3,42019889,2016-09-09T09:33:22Z
15575814,maxerickson,360392,5,44942264,2017-01-06T03:08:08Z
15575939,tiger_wv,1963454,4,20875485,2014-03-02T22:02:55Z
15576063,abel801,2377377,4,33442601,2015-08-19T15:33:21Z
15576189,bot-mode,451693,2,14496417,2013-01-02T09:09:42Z
15576334,DaveHansenTiger,7168,1,162461,2007-12-07T21:17:16Z
15576475,DaveHansenTiger,7168,1,162461,2007-12-07T21:17:55Z
15576647,bot-mode,451693,3,14961398,2013-02-08T22:16:58Z
15576791,MBlakeSr,304269,2,8157506,2011-05-15T22:25:28Z
15576945,RichRico,2219338,9,33424240,2015-08-18T19:31:27Z
15577103,DaveHansenTiger,7168,1,162461,2007-12-07T21:22:07Z
15577253,DaveHansenTiger,7168,1,162461,2007-12-07T21:23:00Z
15577417,EmlynSquare,158204,2,13800627,2012-11-08T18:43:49Z
15577589,DaveHansenTiger,7168,1,162940,2007-12-07T21:25:09Z
15577735,bot-mode,451693,2,14961398,2013-02-08T22:17:56Z
15577895,Omnific,1408522,4,29882067,2015-03-31T16:48:56Z
15578058,kriscarle,1323363,4,36752122,2016-01-23T04:22:57Z
15578208,DaveHansenTiger,7168,1,162940,2007-12-07T21:29:55Z
15578345,Minh Nguyen,33757,4,42019889,2016-09-09T09:33:24Z
15578489,rickth,1872566,2,51445049,2017-08-25T20:50:02Z
15578633,DaveHansenTiger,7168,1,162940,2007-12-07T21:32:40Z
15578803,AndrewSnow,371121,4,23070607,2014-06-21T21:07:20Z
15578963,bot-mode,451693,2,14961398,2013-02-08T22:19:04Z
15579140,RichRico,2219338,2,29410427,2015-03-11T17:23:26Z
15579293,elkueb,4210803,2,45403962,2017-01-23T16:07:04Z
15579447,Spanholz,2209894,3,45047554,2017-01-10T10:50:13Z
15579605,DaveHansenTiger,7168,1,162940,2007-12-07T21:38:33Z
15579765,DaveHansenTiger,7168,1,162940,2007-12-07T21:40:16Z
15579945,DaveHansenTiger,7168,1,162940,2007-12-07T21:41:56Z
15580136,DaveHansenTiger,7168,1,162940,2007-12-07T21:43:35Z
15580292,elkueb,4210803,3,45403962,2017-01-23T16:07:06Z
15580437,DaveHansenTiger,7168,1,162940,2007-12-07T21:45:59Z
15580614,DaveHansenTiger,7168,1,162940,2007-12-07T21:46:49Z
15580772,homeslice60148,365944,5,43955685,2016-11-25T23:47:28Z
15581005,DaveHansenTiger,7168,1,162940,2007-12-07T21:48:46Z
15581207,MikeN,135163,3,45166820,2017-01-14T18:25:17Z
15581383,DaveHansenTiger,7168,1,162940,2007-12-07T21:52:03Z
15581585,Omnific,1408522,3,20004495,2014-01-15T01:09:56Z
15581721,bot-mode,451693,2,14406273,2012-12-25T22:51:17Z
15581873,bot-mode,451693,2,14406273,2012-12-25T22:51:21Z
15581996,Omnific,1408522,4,20004495,2014-01-15T01:09:57Z
15582123,DaveHansenTiger,7168,1,162940,2007-12-07T21:57:57Z
15582251,DaveHansenTiger,7168,1,162940,2007-12-07T21:58:47Z
15582428,bot-mode,451693,2,14961398,2013-02-08T22:20:14Z
15582552,DaveHansenTiger,7168,1,162940,2007-12-07T22:01:13Z
15582698,bot-mode,451693,2,14518559,2013-01-03T21:12:14Z
15582814,DaveHansenTiger,7168,1,162940,2007-12-07T22:02:41Z
15582943,Omnific,1408522,3,20204782,2014-01-26T05:20:48Z
15583068,DaveHansenTiger,7168,1,162940,2007-12-07T22:04:03Z
15583193,Omnific,1408522,2,46485610,2017-03-01T06:20:56Z
15583314,DaveHansenTiger,7168,1,162940,2007-12-07T22:05:44Z
15583501,DaveHansenTiger,7168,1,162940,2007-12-07T22:06:55Z
15583705,Omnific,1408522,3,20204782,2014-01-26T05:20:47Z
